,StationID,Name,Intervals,Year Start,Year End
364,78,SAANICHTON MT NEWTON,"['Daily', 'Monthly']",1980,2017
365,1311,SALMON ARM A,"['Daily', 'Monthly']",1982,2013
366,6843,SALMON ARM CS,"['Hourly', 'Daily', 'Monthly']",1994,2018
367,93,SALTSPRING ST MARY'S L,"['Daily', 'Monthly']",1975,2017
368,6831,SANDHEADS CS,"['Hourly', 'Daily', 'Monthly']",1994,2018
369,48648,SANDSPIT,"['Hourly', 'Daily']",2010,2018
370,367,SANDSPIT A,"['Hourly', 'Daily', 'Monthly']",1953,2005
371,50108,SANDSPIT AIRPORT AUTO,"['Hourly', 'Daily']",2012,2018
372,30955,SANDSPIT AWOS,"['Hourly', 'Daily', 'Monthly']",1999,2013
373,864,SARDIS,"['Daily', 'Monthly']",1954,2010
374,8261,SARTINE ISLAND (AUT),"['Hourly', 'Daily', 'Monthly']",1994,2018
375,95,SATURNA CAPMON,"['Daily', 'Monthly']",1989,2015
376,6810,SATURNA CAPMON CS,"['Hourly', 'Daily', 'Monthly']",2006,2018
377,96,SATURNA ISLAND CS,"['Hourly', 'Daily', 'Monthly']",1994,2018
378,213,SAYWARD 2,"['Daily', 'Monthly']",1973,2006
379,43063,SCOTCH CREEK,"['Daily', 'Monthly']",2004,2008
380,6821,SCUDDER POINT,"['Hourly', 'Daily', 'Monthly']",1994,1997
381,45788,SECHELT AUT,"['Hourly', 'Daily']",2007,2018
382,351,SEWALL MASSET INLET,"['Daily', 'Monthly']",1974,2015
383,97,SHAWNIGAN LAKE,"['Daily', 'Monthly']",1911,2018
384,6811,SHERINGHAM POINT,"['Hourly', 'Daily', 'Monthly']",1994,2018
385,52078,SIKANNI CHIEF,['Hourly'],2014,2017
386,1440,SIKANNI CHIEF,"['Hourly', 'Daily', 'Monthly']",1994,2014
387,1327,SILVER CREEK,"['Daily', 'Monthly']",1989,2018
388,6813,SISTERS ISLAND,"['Hourly', 'Daily', 'Monthly']",1995,2018
389,48628,SMITHERS,"['Hourly', 'Daily']",2010,2018
390,50130,SMITHERS A,['Hourly'],2012,2018
391,487,SMITHERS A,"['Hourly', 'Daily', 'Monthly']",1953,2012
392,51658,SMITHERS AIRPORT AUTO,"['Hourly', 'Daily']",2013,2018
393,8260,SOLANDER ISLAND (AUT),"['Hourly', 'Daily', 'Monthly']",1994,2018
394,103,SOOKE LAKE NORTH,"['Daily', 'Monthly']",1966,2011
395,1153,SOUTH SLOCAN,"['Daily', 'Monthly']",1940,2008
396,1207,SPARWOOD,"['Hourly', 'Daily', 'Monthly']",1980,2014
397,52959,SPARWOOD A,['Hourly'],2014,2018
398,52278,SPARWOOD A,['Hourly'],2014,2018
399,6842,SPARWOOD CS,"['Hourly', 'Daily', 'Monthly']",1994,2018
400,650,SPOKIN LAKE 4E,"['Daily', 'Monthly']",1983,2018
401,336,SQUAMISH AIRPORT,"['Hourly', 'Daily', 'Monthly']",1982,2018
402,10816,SQUAMISH AIRPORT,"['Hourly', 'Daily']",2010,2010
403,342,SQUAMISH UPPER,"['Daily', 'Monthly']",1979,2010
404,342,SQUAMISH UPPER,"['Daily', 'Monthly']",1979,2010
405,53438,STEWART A,['Hourly'],2015,2018
406,53422,STEWART A,['Hourly'],2015,2018
407,434,STEWART A,"['Hourly', 'Daily', 'Monthly']",1974,2015
408,344,STILLWATER POWER HOUSE,"['Daily', 'Monthly']",1931,2007
409,136,STUART CHANNEL BOAT HARBOUR,"['Daily', 'Monthly']",1987,2006
410,436,STUIE TWEEDSMUIR LODGE,"['Daily', 'Monthly']",1932,2013
411,870,SUMAS CANAL,"['Daily', 'Monthly']",1957,2018
412,979,SUMMERLAND CS,"['Hourly', 'Daily', 'Monthly']",1994,2018
413,11006,SUN PEAKS LOWER,"['Daily', 'Monthly']",1994,2018
414,1338,SUN PEAKS MOUNTAIN,"['Daily', 'Monthly']",1980,2018
415,11005,SUN PEAKS UPPER,"['Daily', 'Monthly']",1994,2018
416,874,SURREY KWANTLEN PARK,"['Daily', 'Monthly']",1960,2011
417,875,SURREY MUNICIPAL HALL,"['Daily', 'Monthly']",1962,2006
418,450,SUSKWA VALLEY,"['Daily', 'Monthly']",1982,2018
419,276,TAHSIS VILLAGE NORTH,"['Daily', 'Monthly']",1989,2017
420,548,TAKYSIE LAKE,"['Daily', 'Monthly']",1987,2007
421,30494,TATLAYOKO LAKE RCS,"['Hourly', 'Daily', 'Monthly']",2000,2018
422,1443,TAYLOR FLATS,"['Daily', 'Monthly']",1960,2015
423,441,TERRACE A,"['Hourly', 'Daily', 'Monthly']",1955,2013
424,51037,TERRACE A,"['Hourly', 'Daily']",2013,2018
425,442,TERRACE PCC,"['Daily', 'Monthly']",1968,2018
426,562,TETE JAUNE,"['Daily', 'Monthly']",1989,2006
427,1464,TETSA RIVER,"['Hourly', 'Daily', 'Monthly']",1994,2014
428,52159,TETSA RIVER A,['Hourly'],2014,2018
429,277,TOFINO A,"['Hourly', 'Daily', 'Monthly']",1960,2014
430,52960,TOFINO A,['Hourly'],2014,2018
431,52198,TOFINO A,['Hourly'],2014,2018
432,496,TOPLEY LANDING,"['Daily', 'Monthly']",1962,2017
433,446,TRIPLE ISLAND,"['Hourly', 'Daily', 'Monthly']",1953,2001
434,50228,TSAWWASSEN FERRY AUTO,['Hourly'],2012,2018
435,48928,TURTLE VALLEY,['Daily'],2010,2011
436,283,UCLUELET KENNEDY CAMP,"['Daily', 'Monthly']",1964,2017
437,490,UNUK RIVER ESKAY CREEK,"['Daily', 'Monthly']",1989,2010
438,888,VANCOUVER HARBOUR CS,"['Hourly', 'Daily', 'Monthly']",1976,2018
439,48328,VANCOUVER HILLCREST,"['Hourly', 'Daily']",2009,2010
440,889,VANCOUVER INT'L A,"['Hourly', 'Daily', 'Monthly']",1953,2013
441,52218,VANCOUVER INT'L HWOS,['Daily'],2014,2014
442,51442,VANCOUVER INTL A,"['Hourly', 'Daily']",2013,2018
443,897,VANCOUVER OAKRIDGE,"['Daily', 'Monthly']",1960,2008
444,51357,VANCOUVER SEA ISLAND CCG,"['Hourly', 'Daily']",2013,2018
445,655,VANDERHOOF,"['Daily', 'Monthly']",1980,2018
446,1340,VAVENBY,"['Daily', 'Monthly']",1913,2018
447,46547,VENABLES VLY BHUMI FARM,['Daily'],2007,2008
448,46987,VERNON AUTO,"['Hourly', 'Daily']",2007,2018
449,1066,VERNON BELLA VISTA,"['Daily', 'Monthly']",1984,2015
450,6837,VERNON CS,"['Hourly', 'Daily', 'Monthly']",1994,2008
451,1069,VERNON NORTH,"['Daily', 'Monthly']",1990,2017
452,1070,VERNON SILVER STAR LODGE,"['Daily', 'Monthly']",1970,2018
453,26996,VERNON SWAN LAKE,"['Daily', 'Monthly']",1994,2007
454,112,VICTORIA FRANCIS PARK,"['Daily', 'Monthly']",1962,2017
455,114,VICTORIA GONZALES CS,"['Hourly', 'Daily', 'Monthly']",1994,2018
456,53479,VICTORIA HARBOUR A,['Hourly'],2015,2018
457,10944,VICTORIA HARBOUR A,['Hourly'],1994,2015
458,53478,VICTORIA HARBOUR A,['Hourly'],2015,2018
459,11007,VICTORIA HARTLAND CS,"['Hourly', 'Daily', 'Monthly']",1994,2012
460,116,VICTORIA HIGHLAND,"['Daily', 'Monthly']",1961,2012
461,49468,VICTORIA HIGHLANDS NORTH,['Daily'],2011,2017
462,118,VICTORIA INT'L A,"['Hourly', 'Daily', 'Monthly']",1953,2013
463,51337,VICTORIA INTL A,"['Hourly', 'Daily']",2013,2018
464,6812,VICTORIA UNIVERSITY CS,"['Hourly', 'Daily', 'Monthly']",1994,2018
465,1217,VIDETTE LAKE SHARPE LAKE,"['Daily', 'Monthly']",1987,2009
466,1209,WARDNER KTNY HATCHERY,"['Daily', 'Monthly']",1971,2015
467,31067,WARFIELD RCS,"['Hourly', 'Daily', 'Monthly']",2001,2018
468,1210,WASA,"['Daily', 'Monthly']",1924,2017
469,6833,WEST VANCOUVER AUT,"['Hourly', 'Daily', 'Monthly']",1994,2018
470,1344,WESTWOLD,"['Daily', 'Monthly']",1921,2013
471,348,WHISTLER,"['Hourly', 'Daily', 'Monthly']",1983,2014
472,43443,WHISTLER - NESTERS,"['Hourly', 'Daily', 'Monthly']",2005,2018
473,52178,WHISTLER A,['Hourly'],2014,2018
474,43660,WHISTLER MOUNTAIN HIGH LEVEL,"['Hourly', 'Daily', 'Monthly']",2005,2010
475,44463,WHISTLER MOUNTAIN HIGH LEVEL REMOTE WIND,"['Hourly', 'Daily']",2005,2010
476,43680,WHISTLER MOUNTAIN LOW LEVEL,"['Hourly', 'Daily', 'Monthly']",2005,2010
477,46307,WHISTLER MOUNTAIN MID-STATION,"['Hourly', 'Daily']",2007,2010
478,47867,WHISTLER MOUNTAIN TIMING FLATS,"['Hourly', 'Daily']",2009,2010
479,924,WHISTLER ROUNDHOUSE,"['Daily', 'Monthly']",1972,2018
480,925,WHITE ROCK CAMPBELL SCIENTIFIC,"['Hourly', 'Daily', 'Monthly']",1994,2018
481,927,WHITE ROCK OCEAN PARK,"['Daily', 'Monthly']",1988,2007
482,129,WILLIAM HEAD,"['Daily', 'Monthly']",1959,2018
483,50820,WILLIAMS LAKE A,"['Hourly', 'Daily']",2012,2018
484,664,WILLIAMS LAKE A,"['Hourly', 'Daily', 'Monthly']",1961,2012
485,1074,WINFIELD,"['Daily', 'Monthly']",1971,2016
486,349,WOODFIBRE,"['Daily', 'Monthly']",1960,2006
487,27094,YOHO NP EMERALD LAKE,"['Daily', 'Monthly']",1995,2017
488,1347,YOHO NP OHARA LAKE,"['Daily', 'Monthly']",1987,2017
489,6844,YOHO PARK,"['Hourly', 'Daily', 'Monthly']",1994,2018
490,48888,ZEBALLOS MURAUDE CREEK,['Daily'],2010,2018
